title,rank,date,artist,trend
Tiroteo - Remix,46,4/29/2021,"Marc Seguí, Rauw Alejandro, Pol Granch",MOVE_UP
WHOLE LOTTA MONEY,47,4/29/2021,BIA,NEW_ENTRY
Dua,48,4/29/2021,"Güneş, UZI",MOVE_DOWN
Prom Night,49,4/29/2021,Riovaz,MOVE_DOWN
Espirra o Lança,50,4/29/2021,"Dj Serpinha, MC 2jhow",MOVE_DOWN
Motive X Promiscuous (TikTok),1,3/29/2021,lil kudo,NEW_ENTRY
Ako Naman Muna,2,3/29/2021,Angela Ken,NEW_ENTRY
YKWIM?,3,3/29/2021,Yot Club,MOVE_DOWN
Preta do Cabelo Cacheado,4,3/29/2021,"Th CDM, DG e Batidão Stronda",MOVE_DOWN
3KIPA,5,3/29/2021,Ekipa,NEW_ENTRY
Leave The Door Open,6,3/29/2021,"Bruno Mars, Anderson .Paak, Silk Sonic",NEW_ENTRY
telepatía,7,3/29/2021,Kali Uchis,MOVE_DOWN
Iko Iko,8,3/29/2021,"Justin Wellington, Small Jam",MOVE_DOWN
Rollin',9,3/29/2021,Brave Girls,MOVE_DOWN
To the Bone,10,3/29/2021,Pamungkas,MOVE_DOWN
Heartbreak Anniversary,11,3/29/2021,Giveon,MOVE_DOWN
Enjoy Enjaami,12,3/29/2021,"Dhee, Arivu, Santhosh Narayanan",NEW_ENTRY
Disco Arranhado - Funk Remix,13,3/29/2021,"Malu, DJ Lucas Beat",MOVE_DOWN
I Hear a Symphony,14,3/29/2021,Cody Fry,NEW_ENTRY
Cloud 9,15,3/29/2021,Beach Bunny,MOVE_DOWN
Astronaut In The Ocean,16,3/29/2021,Masked Wolf,MOVE_DOWN
Friday - Dopamine Re-Edit,17,3/29/2021,"Riton, Nightcrawlers",MOVE_DOWN
Marea (We’ve Lost Dancing),18,3/29/2021,"Fred again.., The Blessed Madonna",MOVE_DOWN
La Llevo Al Cielo,19,3/29/2021,"Kallde ""El Rey Del Placer"", Chencho Corleone",MOVE_DOWN
Fiel,20,3/29/2021,"Los Legendarios, Wisin, Jhay Cortez",MOVE_DOWN
Batom de Cereja - Ao Vivo,21,3/29/2021,Israel & Rodolffo,MOVE_DOWN
SugarCrash!,22,3/29/2021,ElyOtto,MOVE_DOWN
Track Star,23,3/29/2021,Mooski,MOVE_DOWN
Musica leggerissima,24,3/29/2021,"Colapesce, Dimartino",NEW_ENTRY
Sometimes (Backwood),25,3/29/2021,gigi,MOVE_DOWN
Hold On,26,3/29/2021,Justin Bieber,NEW_ENTRY
Cupid's Chokehold / Breakfast in America,27,3/29/2021,Gym Class Heroes,MOVE_DOWN
Tokyo,28,3/29/2021,Leat'eq,MOVE_DOWN
Mi manchi,29,3/29/2021,Aka 7even,MOVE_DOWN
Además de Mí - Remix,30,3/29/2021,"Rusherking, KHEA, Duki, Maria Becerra, Lit Killah, Tiago PZK",NEW_ENTRY
Tapão Na Raba,31,3/29/2021,Raí Saia Rodada,MOVE_DOWN
Till Forever Falls Apart,32,3/29/2021,"Ashe, FINNEAS",NEW_ENTRY
Rasputin,33,3/29/2021,"Majestic, Boney M.",MOVE_DOWN
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,34,3/29/2021,Nathan Evans,MOVE_DOWN
Lut Gaye,35,3/29/2021,"Jubin Nautiyal, Tanishk Bagchi, Nusrat Fateh Ali Khan, Emraan Hashmi",MOVE_DOWN
One Last Kiss,36,3/29/2021,Hikaru Utada,NEW_ENTRY
Slumber Party (feat. Princess Nokia),37,3/29/2021,Ashnikko,MOVE_DOWN
Please Don't Go,38,3/29/2021,Mike Posner,MOVE_DOWN
Stand Up (From Harriet),39,3/29/2021,Cynthia Erivo,MOVE_DOWN
Yours,40,3/29/2021,"Raiden, CHANYEOL, LeeHi, CHANGMO",MOVE_DOWN
Uzaklara Savrulalım,41,3/29/2021,"Perdenin Ardındakiler, Mark Eliyahu",MOVE_DOWN
Boku no Sensou,42,3/29/2021,Shinsei Kamattechan,MOVE_DOWN
Flamenco y Bachata,43,3/29/2021,Daviles de Novelda,MOVE_DOWN
Baby Me Atende,44,3/29/2021,"Matheus Fernandes, Dilsinho",MOVE_DOWN
VOCE,45,3/29/2021,Madame,NEW_ENTRY
Моя голова винтом (My head is spinning like a screw),46,3/29/2021,kostromin,MOVE_DOWN
Arcade,47,3/29/2021,Duncan Laurence,MOVE_DOWN
"Amarelo, azul e branco",48,3/29/2021,"ANAVITÓRIA, Rita Lee",MOVE_DOWN
Runaway,49,3/29/2021,AURORA,MOVE_DOWN
Knock Knock,50,3/29/2021,SoFaygo,MOVE_DOWN
Binibini,1,4/29/2021,Zack Tabudlo,SAME_POSITION
Perros Blancos Freestyle,2,4/29/2021,"Reckol, cakal",SAME_POSITION
Tampa,3,4/29/2021,Cico P,MOVE_UP
After School,4,4/29/2021,Weeekly,MOVE_DOWN
Meu Pedaço de Pecado,1,6/27/2021,João Gomes,SAME_POSITION
"Não, Não Vou",2,6/27/2021,Mari Fernandez,SAME_POSITION
Beggin',3,6/27/2021,Måneskin,SAME_POSITION
everything sucks,4,6/27/2021,vaultboy,SAME_POSITION
Here's Your Perfect,5,6/27/2021,Jamie Miller,SAME_POSITION
I WANNA BE YOUR SLAVE,6,6/27/2021,Måneskin,SAME_POSITION
Eu Rebolo Sim,7,6/27/2021,Mc Branquinha,MOVE_UP
Shake It,8,6/27/2021,INNDRIVE,MOVE_DOWN
Paty Trem Barbie,9,6/27/2021,"MC Magrella, Dj Anderson do Paraiso",MOVE_UP
Dinero,10,6/27/2021,Trinidad Cardona,MOVE_DOWN
Alívio,11,6/27/2021,Jessé Aguiar,SAME_POSITION
Bongo Cha Cha Cha,12,6/27/2021,Goodboys,SAME_POSITION
double take,13,6/27/2021,dhruv,MOVE_UP
Just The Two of Us,14,6/27/2021,"Kauai45, Sweet Cocoa",MOVE_DOWN
Hello,15,6/27/2021,JOY,SAME_POSITION
Know Me Too Well (with Danna Paola),16,6/27/2021,New Hope Club,SAME_POSITION
Todo De Ti,17,6/27/2021,Rauw Alejandro,SAME_POSITION
seaside_demo,18,6/27/2021,SEB,SAME_POSITION
happier,19,6/27/2021,Olivia Rodrigo,SAME_POSITION
It's You,20,6/27/2021,Sezairi,MOVE_UP
0X1=LOVESONG (I Know I Love You) feat. Seori,21,6/27/2021,TOMORROW X TOGETHER,MOVE_DOWN
PHONKY TOWN,22,6/27/2021,PlayaPhonk,SAME_POSITION
Anti-Romantic,23,6/27/2021,TOMORROW X TOGETHER,SAME_POSITION
t r a n s p a r e n t s o u l feat. Travis Barker,24,6/27/2021,WILLOW,SAME_POSITION
Heroine,25,6/27/2021,Dutch Disorder,SAME_POSITION
Ramenez la coupe à la maison,26,6/27/2021,Vegedream,SAME_POSITION
Ikaw Lang,27,6/27/2021,NOBITA,MOVE_UP
good 4 u,28,6/27/2021,Olivia Rodrigo,MOVE_DOWN
Bittersweet (feat. LeeHi),29,6/27/2021,"WONWOO, MINGYU",SAME_POSITION
Pain,30,6/27/2021,PinkPantheress,MOVE_UP
Watermelon Sugar X Seaside,31,6/27/2021,Vazer,MOVE_DOWN
Paraluman,32,6/27/2021,Adie,SAME_POSITION
spy?,33,6/27/2021,WHOKILLEDXIX,SAME_POSITION
Bundles (feat. Taylor Girlz),34,6/27/2021,Kayla Nicole,SAME_POSITION
Catucada Profunda,35,6/27/2021,"MC Igão, Dj Gui Marques, DJ TAK VADIÃO",SAME_POSITION
Tiroteo - Remix,36,6/27/2021,"Marc Seguí, Rauw Alejandro, Pol Granch",MOVE_UP
Love Tonight - Edit,37,6/27/2021,Shouse,MOVE_DOWN
Build a Bitch,38,6/27/2021,Bella Poarch,MOVE_DOWN
Mónaco,39,6/27/2021,"LAGOS, Danny Ocean",NEW_ENTRY
Into The Thick Of It!,40,6/27/2021,The Backyardigans,MOVE_DOWN
ZITTI E BUONI,41,6/27/2021,Måneskin,MOVE_DOWN
MAPA,42,6/27/2021,SB19,MOVE_UP
Tell Em,43,6/27/2021,"Cochise, $NOT",MOVE_DOWN
FEVER,44,6/27/2021,ENHYPEN,SAME_POSITION
Gordon R Freestyle,45,6/27/2021,Remble,MOVE_DOWN
traitor,46,6/27/2021,Olivia Rodrigo,MOVE_DOWN
Plutão,47,6/27/2021,VMZ,MOVE_DOWN
CORALINE,48,6/27/2021,Måneskin,MOVE_UP
#BrooklynBloodPop!,49,6/27/2021,SyKo,MOVE_DOWN
Next Level,50,6/27/2021,aespa,MOVE_DOWN
Se Joga no Passinho,1,7/14/2021,"Brisa Star, Thiago Jhonathan (TJ)",SAME_POSITION
Chamo Teu Vulgo Malvadão,2,7/14/2021,"mc jhenny, DJ KOSTA 22",SAME_POSITION
Beggin',3,7/14/2021,Måneskin,MOVE_UP
I Used to Care,4,7/14/2021,Louyah,MOVE_UP
Three Lions,5,7/14/2021,"Baddiel, Skinner & Lightning Seeds",MOVE_DOWN
Here's Your Perfect,6,7/14/2021,Jamie Miller,MOVE_UP
My Potna Dem,7,7/14/2021,$ilkMoney,MOVE_DOWN
MT - AI CALICA QUER DA PROS AMIGO DA BOCA,8,7/14/2021,"Dj JT Da Serra, Mc Cyclope",SAME_POSITION
Meu Pedaço de Pecado,9,7/14/2021,João Gomes,SAME_POSITION
Bezos I,10,7/14/2021,Bo Burnham,MOVE_UP
As the World Caves In,11,7/14/2021,Sarah Cothran,MOVE_DOWN
Volta Rapariga,12,7/14/2021,Vitinho Imperador,SAME_POSITION
Tiroteo - Remix,13,7/14/2021,"Marc Seguí, Rauw Alejandro, Pol Granch",SAME_POSITION
Running Away,14,7/14/2021,"VANO 3000, BADBADNOTGOOD, Samuel T. Herring",MOVE_UP
I WANNA BE YOUR SLAVE,15,7/14/2021,Måneskin,SAME_POSITION
double take,16,7/14/2021,dhruv,MOVE_UP
rises the moon,17,7/14/2021,Liana Flores,MOVE_UP
in heat.,18,7/14/2021,Hentai Xander,MOVE_UP
Bom Dia / A Tropa do Serrão Te Chamou pra Piscina,19,7/14/2021,"Dj Scar, Dj Menor Da 2, Mc Jajau",SAME_POSITION
All Eyes On Me,20,7/14/2021,Bo Burnham,MOVE_UP
Fancy Like,21,7/14/2021,Walker Hayes,MOVE_UP
Not Around,22,7/14/2021,Nova,MOVE_UP
Vindaloo,23,7/14/2021,Fat Les,MOVE_DOWN
Welcome to the Internet,24,7/14/2021,Bo Burnham,SAME_POSITION
Mónaco,25,7/14/2021,"LAGOS, Danny Ocean",MOVE_DOWN
everything sucks,26,7/14/2021,vaultboy,MOVE_DOWN
Müslüm,27,7/14/2021,Hayat,MOVE_DOWN
Shit,28,7/14/2021,Bo Burnham,MOVE_DOWN
Kiss cam (podryw roku),29,7/14/2021,Mata,SAME_POSITION
Love Tonight - Edit,30,7/14/2021,Shouse,SAME_POSITION
Dinero,31,7/14/2021,Trinidad Cardona,SAME_POSITION
Spaceship,32,7/14/2021,evisu,MOVE_UP
Menina Se Prepara,33,7/14/2021,"Mc Pepeu, DJ Swat",MOVE_UP
Aquelas Coisas,34,7/14/2021,João Gomes,MOVE_DOWN
Eu Rebolo Sim,35,7/14/2021,Mc Branquinha,MOVE_DOWN
"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",36,7/14/2021,BANDIDO,SAME_POSITION
Alívio,37,7/14/2021,Jessé Aguiar,SAME_POSITION
FEVER,38,7/14/2021,ENHYPEN,MOVE_UP
Se For Amor,39,7/14/2021,"João Gomes, Vitor Fernandes",MOVE_UP
"Não, Não Vou",40,7/14/2021,Mari Fernandez,MOVE_DOWN
Reckless,41,7/14/2021,Madison Beer,MOVE_UP
Bongo Cha Cha Cha,42,7/14/2021,Goodboys,MOVE_UP
Pain,43,7/14/2021,PinkPantheress,SAME_POSITION
Anti-Romantic,44,7/14/2021,TOMORROW X TOGETHER,NEW_ENTRY
It's You,45,7/14/2021,Sezairi,MOVE_UP
flowers & sex,46,7/14/2021,"EMELINE, smle",MOVE_DOWN
Know Me Too Well (with Danna Paola),47,7/14/2021,New Hope Club,MOVE_UP
MI FAI IMPAZZIRE,48,7/14/2021,"BLANCO, Sfera Ebbasta",MOVE_DOWN
NUMB,49,7/14/2021,Chri$tian Gate$,MOVE_DOWN
Love Tonight - David Guetta Remix Edit,50,7/14/2021,Shouse,NEW_ENTRY
Ako Naman Muna,1,3/30/2021,Angela Ken,MOVE_UP
YKWIM?,2,3/30/2021,Yot Club,MOVE_UP
3KIPA,3,3/30/2021,Ekipa,MOVE_UP
Leave The Door Open,4,3/30/2021,"Bruno Mars, Anderson .Paak, Silk Sonic",MOVE_UP
telepatía,5,3/30/2021,Kali Uchis,MOVE_UP
Iko Iko,6,3/30/2021,"Justin Wellington, Small Jam",MOVE_UP
Rollin',7,3/30/2021,Brave Girls,MOVE_UP
To the Bone,8,3/30/2021,Pamungkas,MOVE_UP
Heartbreak Anniversary,9,3/30/2021,Giveon,MOVE_UP
I Hear a Symphony,10,3/30/2021,Cody Fry,MOVE_UP
Cloud 9,11,3/30/2021,Beach Bunny,MOVE_UP
Disco Arranhado - Funk Remix,12,3/30/2021,"Malu, DJ Lucas Beat",MOVE_UP
Enjoy Enjaami,13,3/30/2021,"Dhee, Arivu, Santhosh Narayanan",MOVE_DOWN
Kiss (Never Let Me Go),14,3/30/2021,"Thyro, Yumi",NEW_ENTRY
Astronaut In The Ocean,15,3/30/2021,Masked Wolf,MOVE_UP
Friday - Dopamine Re-Edit,16,3/30/2021,"Riton, Nightcrawlers",MOVE_UP
La Llevo Al Cielo,17,3/30/2021,"Kallde ""El Rey Del Placer"", Chencho Corleone",MOVE_UP
Fiel,18,3/30/2021,"Los Legendarios, Wisin, Jhay Cortez",MOVE_UP
"Dale Corte",19,3/30/2021,Yeremih NoMercy,NEW_ENTRY
Marea (We’ve Lost Dancing),20,3/30/2021,"Fred again.., The Blessed Madonna",MOVE_DOWN
Batom de Cereja - Ao Vivo,21,3/30/2021,Israel & Rodolffo,SAME_POSITION
SugarCrash!,22,3/30/2021,ElyOtto,SAME_POSITION
Track Star,23,3/30/2021,Mooski,SAME_POSITION
Musica leggerissima,24,3/30/2021,"Colapesce, Dimartino",SAME_POSITION
Sometimes (Backwood),25,3/30/2021,gigi,SAME_POSITION
Cupid's Chokehold / Breakfast in America,26,3/30/2021,Gym Class Heroes,MOVE_UP
Mi manchi,27,3/30/2021,Aka 7even,MOVE_UP
Hold On,28,3/30/2021,Justin Bieber,MOVE_DOWN
Tokyo,29,3/30/2021,Leat'eq,MOVE_DOWN
Rasputin,30,3/30/2021,"Majestic, Boney M.",MOVE_UP
Además de Mí - Remix,31,3/30/2021,"Rusherking, KHEA, Duki, Maria Becerra, Lit Killah, Tiago PZK",MOVE_DOWN
Tapão Na Raba,32,3/30/2021,Raí Saia Rodada,MOVE_DOWN
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,33,3/30/2021,Nathan Evans,MOVE_UP
Lut Gaye,34,3/30/2021,"Jubin Nautiyal, Tanishk Bagchi, Nusrat Fateh Ali Khan, Emraan Hashmi",MOVE_UP
Till Forever Falls Apart,35,3/30/2021,"Ashe, FINNEAS",MOVE_DOWN
Slumber Party (feat. Princess Nokia),36,3/30/2021,Ashnikko,MOVE_UP
Yours,37,3/30/2021,"Raiden, CHANYEOL, LeeHi, CHANGMO",MOVE_UP
Baby Me Atende,38,3/30/2021,"Matheus Fernandes, Dilsinho",MOVE_UP
One Last Kiss,39,3/30/2021,Hikaru Utada,MOVE_DOWN
Stand Up (From Harriet),40,3/30/2021,Cynthia Erivo,MOVE_DOWN
Flamenco y Bachata,41,3/30/2021,Daviles de Novelda,MOVE_UP
Please Don't Go,42,3/30/2021,Mike Posner,MOVE_DOWN
Uzaklara Savrulalım,43,3/30/2021,"Perdenin Ardındakiler, Mark Eliyahu",MOVE_DOWN
Boku no Sensou,44,3/30/2021,Shinsei Kamattechan,MOVE_DOWN
Моя голова винтом (My head is spinning like a screw),45,3/30/2021,kostromin,MOVE_UP
Arcade,46,3/30/2021,Duncan Laurence,MOVE_UP
Runaway,47,3/30/2021,AURORA,MOVE_UP
VOCE,48,3/30/2021,Madame,MOVE_DOWN
Tu Aake Dekhle,49,3/30/2021,King,NEW_ENTRY
"Amarelo, azul e branco",50,3/30/2021,"ANAVITÓRIA, Rita Lee",MOVE_DOWN
Binibini,1,4/30/2021,Zack Tabudlo,SAME_POSITION
Tampa,2,4/30/2021,Cico P,MOVE_UP
Na Ponta Do Pé,3,4/30/2021,Nadson O Ferinha,NEW_ENTRY
Perros Blancos Freestyle,4,4/30/2021,"Reckol, cakal",MOVE_DOWN
Krvn,5,4/30/2021,UZI,SAME_POSITION
After School,6,4/30/2021,Weeekly,MOVE_DOWN
Das ist alles von der Kunstfreiheit gedeckt,7,4/30/2021,Danger Dan,MOVE_DOWN
Poblado,8,4/30/2021,"Crissin, Totoy El Frio, Natan & Shander",MOVE_DOWN
Runaway,9,4/30/2021,AURORA,MOVE_DOWN
Yucky Blucky Fruitcake,10,4/30/2021,Iamdoechii,MOVE_DOWN
Nangangamba,11,4/30/2021,Zack Tabudlo,MOVE_DOWN
Barbar,12,4/30/2021,Kaan Boşnak,MOVE_DOWN
MONTERO (Call Me By Your Name),13,4/30/2021,Lil Nas X,MOVE_DOWN
Break it off,14,4/30/2021,PinkPantheress,MOVE_DOWN
"Volta Bebê, Volta Neném",15,4/30/2021,"Dj Guuga, DJ Ivis",MOVE_UP
Martılar,16,4/30/2021,EDIS,MOVE_DOWN
I Hear a Symphony,17,4/30/2021,Cody Fry,MOVE_DOWN
deja vu,18,4/30/2021,Olivia Rodrigo,MOVE_DOWN
Rasputin,19,4/30/2021,"Majestic, Boney M.",MOVE_UP
Umrumda Değil,20,4/30/2021,UZI,MOVE_DOWN
Iko Iko (My Bestie),21,4/30/2021,"Justin Wellington, Small Jam",MOVE_UP
Deixa Eu Falar pra Você,22,4/30/2021,Josué Bom de Faixa,MOVE_DOWN
ghost town (voice memo),23,4/30/2021,Chloe George,MOVE_DOWN
Tenang,24,4/30/2021,Yura Yunita,MOVE_DOWN
YKWIM?,25,4/30/2021,Yot Club,MOVE_DOWN
Venom,26,4/30/2021,Little Simz,MOVE_UP
Marea (We’ve Lost Dancing),27,4/30/2021,"Fred again.., The Blessed Madonna",MOVE_DOWN
Sneaky Link,28,4/30/2021,"HXLLYWOOD, Glizzy G",MOVE_UP
Body,29,4/30/2021,"Russ Millions, Tion Wayne",MOVE_DOWN
Vida Louca,30,4/30/2021,"Mc Poze do Rodo, Neo Beats, Mainstreet",MOVE_DOWN
Frans Duits,31,4/30/2021,"Donnie, Frans Duijts",MOVE_DOWN
Meu Pisêro,32,4/30/2021,DUDA BEAT,NEW_ENTRY
Leave The Door Open,33,4/30/2021,"Bruno Mars, Anderson .Paak, Silk Sonic",SAME_POSITION
Chivirika,34,4/30/2021,"El Villanord, Yailin la Mas Viral",MOVE_DOWN
Astronaut In The Ocean,35,4/30/2021,Our Last Night,SAME_POSITION
Linda Bela - Ao Vivo,36,4/30/2021,Elias Monkbel,MOVE_DOWN
Freaks,37,4/30/2021,Surf Curse,MOVE_UP
Friday - Dopamine Re-Edit,38,4/30/2021,"Riton, Nightcrawlers",MOVE_DOWN
4 Da Gang (with Roddy Ricch),39,4/30/2021,42 Dugg,MOVE_DOWN
FÖRSENT,40,4/30/2021,"1.Cuz, Greekazo, Yei Gonzalez",MOVE_DOWN
Baby Me Atende,41,4/30/2021,"Matheus Fernandes, Dilsinho",MOVE_DOWN
Disco Arranhado - Funk Remix,42,4/30/2021,"Malu, DJ Lucas Beat",MOVE_DOWN
WHOLE LOTTA MONEY,43,4/30/2021,BIA,MOVE_UP
Hari Bahhagia,44,4/30/2021,"Atta Halilintar, Aurelie Hermansyah",MOVE_DOWN
SHUM,1,5/27/2021,Go_A,SAME_POSITION
ZITTI E BUONI,2,5/27/2021,Måneskin,MOVE_UP
PHONKY TOWN,3,5/27/2021,PlayaPhonk,MOVE_UP
Castaways,4,5/27/2021,The Backyardigans,MOVE_DOWN
Dark Side,5,5/27/2021,Blind Channel,SAME_POSITION
Voilà,6,5/27/2021,Barbara Pravi,MOVE_UP
Tout l'univers,7,5/27/2021,Gjon's Tears,MOVE_DOWN
I WANNA BE YOUR SLAVE,8,5/27/2021,Måneskin,SAME_POSITION
Fine Apple,9,5/27/2021,Nic D,MOVE_UP
Mata Hari,10,5/27/2021,Efendi,SAME_POSITION
Dick (feat. Doja Cat),11,5/27/2021,StarBoi3,MOVE_DOWN
Discoteque,12,5/27/2021,THE ROOP,SAME_POSITION
#BrooklynBloodPop!,13,5/27/2021,SyKo,MOVE_UP
El Diablo,14,5/27/2021,Elena Tsagrinou,MOVE_DOWN
Je me casse,15,5/27/2021,Destiny,MOVE_DOWN
I Don't Feel Hate,16,5/27/2021,Jendrik,MOVE_UP
Love Is On My Side,17,5/27/2021,The Black Mamba,MOVE_DOWN
10 Years,18,5/27/2021,Daði Freyr,MOVE_UP
keepyousafe,19,5/27/2021,Yahya,MOVE_DOWN
"Body (Remix)",20,5/27/2021,"Tion Wayne, Russ Millions",SAME_POSITION
RUSSIAN WOMAN,21,5/27/2021,Manizha,SAME_POSITION
CORALINE,22,5/27/2021,Måneskin,MOVE_UP
Poblado,23,5/27/2021,"Crissin, Totoy El Frio, Natan & Shander",MOVE_DOWN
Embers,24,5/27/2021,James Newman,MOVE_DOWN
Paraluman,25,5/27/2021,Adie,MOVE_DOWN
deja vu,26,5/27/2021,Olivia Rodrigo,MOVE_UP
double take,27,5/27/2021,dhruv,MOVE_UP
FEVER,28,5/27/2021,ENHYPEN,MOVE_DOWN
Don't (feat. RM),29,5/27/2021,eAeon,SAME_POSITION
Torna a casa,30,5/27/2021,Måneskin,MOVE_UP
Set Me Free,31,5/27/2021,Eden Alene,MOVE_DOWN
Fallen Angel,32,5/27/2021,TIX,MOVE_DOWN
Beggin',33,5/27/2021,Måneskin,MOVE_UP
Last Dance,34,5/27/2021,Stefania,MOVE_DOWN
Freaks,35,5/27/2021,Surf Curse,MOVE_DOWN
Eu Sou O Mestre Dos Magos,36,5/27/2021,"DJ GRZS, Mc Fazano, Mc Marofa, Mc Mero RF",NEW_ENTRY
Love Tonight - Edit,37,5/27/2021,Shouse,MOVE_UP
Tampa,38,5/27/2021,Cico P,MOVE_DOWN
Drunk-Dazed,39,5/27/2021,ENHYPEN,MOVE_DOWN
Voices,40,5/27/2021,Tusse,MOVE_UP
growing up is getting old - Eurovision Version,41,5/27/2021,VICTORIA,MOVE_DOWN
t r a n s p a r e n t s o u l feat. Travis Barker,42,5/27/2021,WILLOW,MOVE_DOWN
Ain't Met Us Yet,43,5/27/2021,Matt Cooper,MOVE_DOWN
Sugar,44,5/27/2021,Natalia Gordienko,MOVE_DOWN
Plutão,45,5/27/2021,VMZ,NEW_ENTRY
Kiss Me More (feat. SZA),46,5/27/2021,Doja Cat,MOVE_DOWN
FOR YOUR LOVE,47,5/27/2021,Måneskin,NEW_ENTRY
Venom,48,5/27/2021,Little Simz,MOVE_DOWN
Bipolar,49,5/27/2021,"Mc Davi, Mc Pedrinho, Mc Don Juan",MOVE_DOWN
Fairytale,50,5/27/2021,Alexander Rybak,SAME_POSITION
Chamo Teu Vulgo Malvadão,1,6/28/2021,"mc jhenny, DJ KOSTA 22",NEW_ENTRY
Beggin',2,6/28/2021,Måneskin,MOVE_UP
Meu Pedaço de Pecado,3,6/28/2021,João Gomes,MOVE_DOWN
"Não, Não Vou",4,6/28/2021,Mari Fernandez,MOVE_DOWN
Here's Your Perfect,5,6/28/2021,Jamie Miller,SAME_POSITION
I WANNA BE YOUR SLAVE,6,6/28/2021,Måneskin,SAME_POSITION
everything sucks,7,6/28/2021,vaultboy,MOVE_DOWN
Eu Rebolo Sim,8,6/28/2021,Mc Branquinha,MOVE_DOWN
Dinero,9,6/28/2021,Trinidad Cardona,MOVE_UP
MISS THE RAGE,10,6/28/2021,"XAE.Miami, Mario Judah",NEW_ENTRY
Shake It,11,6/28/2021,INNDRIVE,MOVE_DOWN
Bongo Cha Cha Cha,12,6/28/2021,Goodboys,SAME_POSITION
Paty Trem Barbie,13,6/28/2021,"MC Magrella, Dj Anderson do Paraiso",MOVE_DOWN
flowers & sex,14,6/28/2021,"EMELINE, smle",NEW_ENTRY
Alívio,15,6/28/2021,Jessé Aguiar,MOVE_DOWN
Aquelas Coisas,16,6/28/2021,João Gomes,NEW_ENTRY
Know Me Too Well (with Danna Paola),17,6/28/2021,New Hope Club,MOVE_DOWN
double take,18,6/28/2021,dhruv,MOVE_DOWN
It's You,19,6/28/2021,Sezairi,MOVE_UP
Hello,20,6/28/2021,JOY,MOVE_DOWN
Todo De Ti,21,6/28/2021,Rauw Alejandro,MOVE_DOWN
Ramenez la coupe à la maison,22,6/28/2021,Vegedream,MOVE_UP
Anti-Romantic,23,6/28/2021,TOMORROW X TOGETHER,SAME_POSITION
t r a n s p a r e n t s o u l feat. Travis Barker,24,6/28/2021,WILLOW,SAME_POSITION
Just The Two of Us,25,6/28/2021,"Kauai45, Sweet Cocoa",MOVE_DOWN
Fancy Like,26,6/28/2021,Walker Hayes,NEW_ENTRY
seaside_demo,27,6/28/2021,SEB,MOVE_DOWN
0X1=LOVESONG (I Know I Love You) feat. Seori,28,6/28/2021,TOMORROW X TOGETHER,MOVE_DOWN
MAPA,29,6/28/2021,SB19,MOVE_UP
Mónaco,30,6/28/2021,"LAGOS, Danny Ocean",MOVE_UP
Reckless,31,6/28/2021,Madison Beer,NEW_ENTRY
Heroine,32,6/28/2021,Dutch Disorder,MOVE_DOWN
The King,33,6/28/2021,Sarah Kinsley,NEW_ENTRY
spy?,34,6/28/2021,WHOKILLEDXIX,MOVE_DOWN
happier,35,6/28/2021,Olivia Rodrigo,MOVE_DOWN
Tiroteo - Remix,36,6/28/2021,"Marc Seguí, Rauw Alejandro, Pol Granch",SAME_POSITION
Pain,37,6/28/2021,PinkPantheress,MOVE_DOWN
Oliver Twist,38,6/28/2021,ArrDee,NEW_ENTRY
Watermelon Sugar X Seaside,39,6/28/2021,Vazer,MOVE_DOWN
Ikaw Lang,40,6/28/2021,NOBITA,MOVE_DOWN
NUMB,41,6/28/2021,Chri$tian Gate$,NEW_ENTRY
good 4 u,42,6/28/2021,Olivia Rodrigo,MOVE_DOWN
PHONKY TOWN,43,6/28/2021,PlayaPhonk,MOVE_DOWN
Paraluman,44,6/28/2021,Adie,MOVE_DOWN
Love Tonight - Edit,45,6/28/2021,Shouse,MOVE_DOWN
Yonaguni,46,6/28/2021,Bad Bunny,NEW_ENTRY
Three Lions,47,6/28/2021,"Baddiel, Skinner & Lightning Seeds",NEW_ENTRY
Tell Em,48,6/28/2021,"Cochise, $NOT",MOVE_DOWN
Catucada Profunda,49,6/28/2021,"MC Igão, Dj Gui Marques, DJ TAK VADIÃO",MOVE_DOWN
Bundles (feat. Taylor Girlz),50,6/28/2021,Kayla Nicole,MOVE_DOWN
Ako Naman Muna,1,3/31/2021,Angela Ken,SAME_POSITION
YKWIM?,2,3/31/2021,Yot Club,SAME_POSITION
3KIPA,3,3/31/2021,Ekipa,SAME_POSITION
Leave The Door Open,4,3/31/2021,"Bruno Mars, Anderson .Paak, Silk Sonic",SAME_POSITION
Iko Iko,5,3/31/2021,"Justin Wellington, Small Jam",MOVE_UP
telepatía,6,3/31/2021,Kali Uchis,MOVE_DOWN
I Hear a Symphony,7,3/31/2021,Cody Fry,MOVE_UP
Cloud 9,8,3/31/2021,Beach Bunny,MOVE_UP
To the Bone,9,3/31/2021,Pamungkas,MOVE_DOWN
Rollin',10,3/31/2021,Brave Girls,MOVE_DOWN
Heartbreak Anniversary,11,3/31/2021,Giveon,MOVE_DOWN
Disco Arranhado - Funk Remix,12,3/31/2021,"Malu, DJ Lucas Beat",SAME_POSITION
