title,rank,date,artist,trend
Dicked Down in Dallas,7,1/8/2021,Trey Lewis,MOVE_DOWN
Mayonaka no Door / Stay With Me,8,1/8/2021,Miki Matsubara,MOVE_DOWN
Resah Jadi Luka,9,1/8/2021,Daun Jatuh,SAME_POSITION
Vete Pal Carajo,10,1/8/2021,"Yan Block, Jay Wheeler, DJ Nelson",SAME_POSITION
Boku no Sensou - TV Size,11,1/8/2021,Shinsei Kamattechan,SAME_POSITION
Astronaut In The Ocean,12,1/8/2021,Masked Wolf,SAME_POSITION
Hecha Pa' Mi,13,1/8/2021,Boza,MOVE_UP
Given-Taken,14,1/8/2021,ENHYPEN,MOVE_DOWN
Nega Chegando,15,1/8/2021,"O Boy da Seresta, Menor Nico",SAME_POSITION
Hayloft,16,1/8/2021,Mother Mother,MOVE_DOWN
WITHOUT YOU,17,1/8/2021,The Kid LAROI,SAME_POSITION
L-Gante Rkt,19,1/8/2021,"Papu DJ, L-Gante",MOVE_UP
Sensitive,20,1/8/2021,Serena Isioma,MOVE_DOWN
Meia Noite,21,1/8/2021,Tarcísio do Acordeon,MOVE_UP
Touch You,22,1/8/2021,"遠野高志, 加島優, 矢口恭介, ジミー, 百合絢斗, 田村唯, 明美圭一, 糸目幸士郎, 鹿谷樹",MOVE_UP
RESONANCE,23,1/8/2021,NCT 2020,MOVE_UP
"thank u, next",24,1/8/2021,Vitamin String Quartet,MOVE_UP
space girl,25,1/8/2021,Frances Forever,MOVE_UP
Quicksand,26,1/8/2021,Morray,MOVE_UP
Bertaut,27,1/8/2021,Nadin Amizah,MOVE_UP
Paypal,28,1/8/2021,"Teto Mc, Lucas Corleone",MOVE_UP
廻廻奇譚,29,1/8/2021,Eve,MOVE_UP
Whoopty,30,1/8/2021,CJ,MOVE_UP
At My Worst,31,1/8/2021,Pink Sweat$,MOVE_UP
Peng Black Girls Remix,32,1/8/2021,"ENNY, Jorja Smith",MOVE_UP
E-GIRLS ARE RUINING MY LIFE!,33,1/8/2021,"CORPSE, Savage Ga$p",MOVE_UP
Rät,34,1/8/2021,Penelope Scott,MOVE_UP
Okay Dokey,35,1/8/2021,"MINO, ZICO",MOVE_UP
Seni Dert Etmeler,36,1/8/2021,Madrigal,MOVE_UP
Plastic,37,1/8/2021,Unghetto Mathieu,MOVE_UP
Buss It,38,1/8/2021,Erica Banks,NEW_ENTRY
"Nathy Peluso: Bzrp Music Sessions, Vol. 36",39,1/8/2021,"Bizarrap, Nathy Peluso",MOVE_UP
The Chocolate Conquistadors,40,1/8/2021,"BADBADNOTGOOD, MF DOOM",MOVE_DOWN
Makina,41,1/8/2021,UZI,MOVE_UP
Mungkin Hari Ini Esok Atau Nanti,42,1/8/2021,Anneth,MOVE_UP
Line Without a Hook,43,1/8/2021,Ricky Montgomery,MOVE_UP
LOST IN PARADISE,44,1/8/2021,"ALI, AKLO",MOVE_UP
Dance With You,45,1/8/2021,"Skusta Clee, Yuridope",MOVE_UP
Rapp Snitch Knishes,46,1/8/2021,"MF DOOM, Mr Fantastik",MOVE_DOWN
Bandido,47,1/8/2021,"Myke Towers, Juhn",NEW_ENTRY
No Te Enamores - Remix,48,1/8/2021,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",NEW_ENTRY
bad guy,49,1/8/2021,Vitamin String Quartet,NEW_ENTRY
Kusura Bakma,50,1/8/2021,Tuğkan,SAME_POSITION
Wildest Dreams,1,1/9/2021,Duomo,SAME_POSITION
Blue Jeans,2,1/9/2021,GANGGA,SAME_POSITION
Your New Boyfriend,3,1/9/2021,Wilbur Soot,SAME_POSITION
Mmmh,4,1/9/2021,KAI,SAME_POSITION
Violent,5,1/9/2021,carolesdaughter,MOVE_UP
Bir Sebebi Var,6,1/9/2021,İkilem,MOVE_DOWN
Dicked Down in Dallas,7,1/9/2021,Trey Lewis,SAME_POSITION
Pierre,8,1/9/2021,Ryn Weaver,NEW_ENTRY
Mayonaka no Door / Stay With Me,9,1/9/2021,Miki Matsubara,MOVE_DOWN
Resah Jadi Luka,10,1/9/2021,Daun Jatuh,MOVE_DOWN
Vete Pal Carajo,11,1/9/2021,"Yan Block, Jay Wheeler, DJ Nelson",MOVE_DOWN
Boku no Sensou - TV Size,12,1/9/2021,Shinsei Kamattechan,MOVE_DOWN
Astronaut In The Ocean,13,1/9/2021,Masked Wolf,MOVE_DOWN
Hecha Pa' Mi,14,1/9/2021,Boza,MOVE_DOWN
Nega Chegando,15,1/9/2021,"O Boy da Seresta, Menor Nico",SAME_POSITION
Given-Taken,16,1/9/2021,ENHYPEN,MOVE_DOWN
Hayloft,17,1/9/2021,Mother Mother,MOVE_DOWN
WITHOUT YOU,19,1/9/2021,The Kid LAROI,MOVE_DOWN
Meia Noite,20,1/9/2021,Tarcísio do Acordeon,MOVE_UP
L-Gante Rkt,21,1/9/2021,"Papu DJ, L-Gante",MOVE_DOWN
Sensitive,22,1/9/2021,Serena Isioma,MOVE_DOWN
Touch You,23,1/9/2021,"遠野高志, 加島優, 矢口恭介, ジミー, 百合絢斗, 田村唯, 明美圭一, 糸目幸士郎, 鹿谷樹",MOVE_DOWN
Buss It,24,1/9/2021,Erica Banks,MOVE_UP
RESONANCE,25,1/9/2021,NCT 2020,MOVE_DOWN
Quicksand,26,1/9/2021,Morray,SAME_POSITION
space girl,27,1/9/2021,Frances Forever,MOVE_DOWN
"thank u, next",28,1/9/2021,Vitamin String Quartet,MOVE_DOWN
Bertaut,29,1/9/2021,Nadin Amizah,MOVE_DOWN
廻廻奇譚,30,1/9/2021,Eve,MOVE_DOWN
Paypal,31,1/9/2021,"Teto Mc, Lucas Corleone",MOVE_DOWN
Whoopty,32,1/9/2021,CJ,MOVE_DOWN
Tanpa Batas Waktu - 8D Version,33,1/9/2021,"Ade Govinda, Fadly",NEW_ENTRY
At My Worst,34,1/9/2021,Pink Sweat$,MOVE_DOWN
Plastic,35,1/9/2021,Unghetto Mathieu,MOVE_UP
Peng Black Girls Remix,36,1/9/2021,"ENNY, Jorja Smith",MOVE_DOWN
Okay Dokey,37,1/9/2021,"MINO, ZICO",MOVE_DOWN
E-GIRLS ARE RUINING MY LIFE!,38,1/9/2021,"CORPSE, Savage Ga$p",MOVE_DOWN
Rät,39,1/9/2021,Penelope Scott,MOVE_DOWN
Seni Dert Etmeler,40,1/9/2021,Madrigal,MOVE_DOWN
"Nathy Peluso: Bzrp Music Sessions, Vol. 36",41,1/9/2021,"Bizarrap, Nathy Peluso",MOVE_DOWN
Somebody’s Problem,42,1/9/2021,Morgan Wallen,NEW_ENTRY
Mungkin Hari Ini Esok Atau Nanti,43,1/9/2021,Anneth,MOVE_DOWN
Line Without a Hook,44,1/9/2021,Ricky Montgomery,MOVE_DOWN
LOST IN PARADISE,45,1/9/2021,"ALI, AKLO",MOVE_DOWN
Bandido,46,1/9/2021,"Myke Towers, Juhn",MOVE_UP
Makina,47,1/9/2021,UZI,MOVE_DOWN
Dance With You,48,1/9/2021,"Skusta Clee, Yuridope",MOVE_DOWN
No Te Enamores - Remix,49,1/9/2021,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",MOVE_DOWN
The Chocolate Conquistadors,50,1/9/2021,"BADBADNOTGOOD, MF DOOM",MOVE_DOWN
Wildest Dreams,1,1/10/2021,Duomo,SAME_POSITION
Blue Jeans,2,1/10/2021,GANGGA,SAME_POSITION
Your New Boyfriend,3,1/10/2021,Wilbur Soot,SAME_POSITION
Mmmh,4,1/10/2021,KAI,SAME_POSITION
Pierre,5,1/10/2021,Ryn Weaver,MOVE_UP
Violent,6,1/10/2021,carolesdaughter,MOVE_DOWN
Bir Sebebi Var,7,1/10/2021,İkilem,MOVE_DOWN
Dicked Down in Dallas,8,1/10/2021,Trey Lewis,MOVE_DOWN
Mayonaka no Door / Stay With Me,9,1/10/2021,Miki Matsubara,SAME_POSITION
Vete Pal Carajo,10,1/10/2021,"Yan Block, Jay Wheeler, DJ Nelson",MOVE_UP
Resah Jadi Luka,11,1/10/2021,Daun Jatuh,MOVE_DOWN
Boku no Sensou - TV Size,12,1/10/2021,Shinsei Kamattechan,SAME_POSITION
Astronaut In The Ocean,13,1/10/2021,Masked Wolf,SAME_POSITION
Buss It,14,1/10/2021,Erica Banks,MOVE_UP
Hecha Pa' Mi,15,1/10/2021,Boza,MOVE_DOWN
Nega Chegando,16,1/10/2021,"O Boy da Seresta, Menor Nico",MOVE_DOWN
Hayloft,17,1/10/2021,Mother Mother,SAME_POSITION
L-Gante Rkt,18,1/10/2021,"Papu DJ, L-Gante",MOVE_UP
Meia Noite,19,1/10/2021,Tarcísio do Acordeon,MOVE_UP
Given-Taken,20,1/10/2021,ENHYPEN,MOVE_DOWN
WITHOUT YOU,21,1/10/2021,The Kid LAROI,MOVE_DOWN
Sensitive,23,1/10/2021,Serena Isioma,MOVE_DOWN
Touch You,24,1/10/2021,"遠野高志, 加島優, 矢口恭介, ジミー, 百合絢斗, 田村唯, 明美圭一, 糸目幸士郎, 鹿谷樹",MOVE_DOWN
RESONANCE,25,1/10/2021,NCT 2020,SAME_POSITION
Quicksand,26,1/10/2021,Morray,SAME_POSITION
"thank u, next",27,1/10/2021,Vitamin String Quartet,MOVE_UP
space girl,28,1/10/2021,Frances Forever,MOVE_DOWN
Bertaut,29,1/10/2021,Nadin Amizah,SAME_POSITION
廻廻奇譚,30,1/10/2021,Eve,SAME_POSITION
Paypal,31,1/10/2021,"Teto Mc, Lucas Corleone",SAME_POSITION
Whoopty,32,1/10/2021,CJ,SAME_POSITION
Plastic,33,1/10/2021,Unghetto Mathieu,MOVE_UP
At My Worst,34,1/10/2021,Pink Sweat$,SAME_POSITION
Tanpa Batas Waktu - 8D Version,35,1/10/2021,"Ade Govinda, Fadly",MOVE_DOWN
Okay Dokey,36,1/10/2021,"MINO, ZICO",MOVE_UP
Peng Black Girls Remix,37,1/10/2021,"ENNY, Jorja Smith",MOVE_DOWN
Tapão Nervoso,38,1/10/2021,"Jheo Chavoso, MC Gui Andrade, Mc Vênus",NEW_ENTRY
Somebody’s Problem,39,1/10/2021,Morgan Wallen,MOVE_UP
E-GIRLS ARE RUINING MY LIFE!,40,1/10/2021,"CORPSE, Savage Ga$p",MOVE_DOWN
Rät,41,1/10/2021,Penelope Scott,MOVE_DOWN
Seni Dert Etmeler,42,1/10/2021,Madrigal,MOVE_DOWN
Bayrisch Drip,43,1/10/2021,Sääftig,NEW_ENTRY
Mungkin Hari Ini Esok Atau Nanti,44,1/10/2021,Anneth,MOVE_DOWN
"Nathy Peluso: Bzrp Music Sessions, Vol. 36",45,1/10/2021,"Bizarrap, Nathy Peluso",MOVE_DOWN
Makina,46,1/10/2021,UZI,MOVE_UP
Bandido,47,1/10/2021,"Myke Towers, Juhn",MOVE_DOWN
LOST IN PARADISE,48,1/10/2021,"ALI, AKLO",MOVE_DOWN
No Te Enamores - Remix,49,1/10/2021,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",SAME_POSITION
Line Without a Hook,50,1/10/2021,Ricky Montgomery,MOVE_DOWN
Wildest Dreams,1,1/11/2021,Duomo,SAME_POSITION
Dünyadan Uzak,2,1/11/2021,Sakiler,NEW_ENTRY
Blue Jeans,3,1/11/2021,GANGGA,MOVE_DOWN
Paparazzi,4,1/11/2021,Kim Dracula,NEW_ENTRY
Pierre,5,1/11/2021,Ryn Weaver,SAME_POSITION
Your New Boyfriend,6,1/11/2021,Wilbur Soot,MOVE_DOWN
Mmmh,7,1/11/2021,KAI,MOVE_DOWN
Violent,8,1/11/2021,carolesdaughter,MOVE_DOWN
Vete Pal Carajo,9,1/11/2021,"Yan Block, Jay Wheeler, DJ Nelson",MOVE_UP
Dicked Down in Dallas,10,1/11/2021,Trey Lewis,MOVE_DOWN
Bir Sebebi Var,11,1/11/2021,İkilem,MOVE_DOWN
Buss It,12,1/11/2021,Erica Banks,MOVE_UP
Boku no Sensou - TV Size,13,1/11/2021,Shinsei Kamattechan,MOVE_DOWN
Astronaut In The Ocean,14,1/11/2021,Masked Wolf,MOVE_DOWN
Mayonaka no Door / Stay With Me,15,1/11/2021,Miki Matsubara,MOVE_DOWN
Resah Jadi Luka,16,1/11/2021,Daun Jatuh,MOVE_DOWN
Xerecard,17,1/11/2021,"Jeff Costa, Mc Danny",NEW_ENTRY
Meia Noite,18,1/11/2021,Tarcísio do Acordeon,MOVE_UP
Hecha Pa' Mi,19,1/11/2021,Boza,MOVE_DOWN
Hayloft,20,1/11/2021,Mother Mother,MOVE_DOWN
Touch You,21,1/11/2021,"遠野高志, 加島優, 矢口恭介, ジミー, 百合絢斗, 田村唯, 明美圭一, 糸目幸士郎, 鹿谷樹",MOVE_UP
WITHOUT YOU,23,1/11/2021,The Kid LAROI,MOVE_DOWN
L-Gante Rkt,24,1/11/2021,"Papu DJ, L-Gante",MOVE_DOWN
"thank u, next",25,1/11/2021,Vitamin String Quartet,MOVE_UP
Nega Chegando,26,1/11/2021,"O Boy da Seresta, Menor Nico",MOVE_DOWN
Adderall (Corvette Corvette) - Remix,27,1/11/2021,"Popp Hunna, Lil Uzi Vert",NEW_ENTRY
Plastic,28,1/11/2021,Unghetto Mathieu,MOVE_UP
Quicksand,29,1/11/2021,Morray,MOVE_DOWN
Bertaut,30,1/11/2021,Nadin Amizah,MOVE_DOWN
Kaikai Kitan,31,1/11/2021,Eve,MOVE_DOWN
Given-Taken,32,1/11/2021,ENHYPEN,MOVE_DOWN
RESONANCE,33,1/11/2021,NCT 2020,MOVE_DOWN
Afterglow,34,1/11/2021,Ed Sheeran,NEW_ENTRY
Okay Dokey,35,1/11/2021,"MINO, ZICO",MOVE_UP
Paypal,36,1/11/2021,"Teto Mc, Lucas Corleone",MOVE_DOWN
At My Worst,37,1/11/2021,Pink Sweat$,MOVE_DOWN
Whoopty,38,1/11/2021,CJ,MOVE_DOWN
Tanpa Batas Waktu - 8D Version,39,1/11/2021,"Ade Govinda, Fadly",MOVE_DOWN
Somebody’s Problem,40,1/11/2021,Morgan Wallen,MOVE_DOWN
Sensitive,41,1/11/2021,Serena Isioma,MOVE_DOWN
CRY FOR ME,42,1/11/2021,TWICE,NEW_ENTRY
E-GIRLS ARE RUINING MY LIFE!,43,1/11/2021,"CORPSE, Savage Ga$p",MOVE_DOWN
Bandido,44,1/11/2021,"Myke Towers, Juhn",MOVE_UP
Seni Dert Etmeler,45,1/11/2021,Madrigal,MOVE_DOWN
Bayrisch Drip,46,1/11/2021,Sääftig,MOVE_DOWN
Mungkin Hari Ini Esok Atau Nanti,47,1/11/2021,Anneth,MOVE_DOWN
Rät,48,1/11/2021,Penelope Scott,MOVE_DOWN
No Te Enamores - Remix,49,1/11/2021,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",SAME_POSITION
Tapão Nervoso,50,1/11/2021,"Jheo Chavoso, MC Gui Andrade, Mc Vênus",MOVE_DOWN
Wildest Dreams,1,1/12/2021,Duomo,SAME_POSITION
Dünyadan Uzak,2,1/12/2021,Sakiler,SAME_POSITION
Paparazzi,3,1/12/2021,Kim Dracula,MOVE_UP
Xerecard,4,1/12/2021,"Jeff Costa, Mc Danny",NEW_ENTRY
Blue Jeans,5,1/12/2021,GANGGA,MOVE_DOWN
Nega Chegando,6,1/12/2021,"O Boy da Seresta, Menor Nico",MOVE_UP
Mmmh,7,1/12/2021,KAI,SAME_POSITION
Bir Sebebi Var,8,1/12/2021,İkilem,MOVE_UP
Pierre,9,1/12/2021,Ryn Weaver,MOVE_DOWN
Wellerman,10,1/12/2021,The Longest Johns,NEW_ENTRY
Weightless Part 1,11,1/12/2021,Marconi Union,NEW_ENTRY
Meia Noite,12,1/12/2021,Tarcísio do Acordeon,MOVE_UP
Vete Pal Carajo,13,1/12/2021,"Yan Block, Jay Wheeler, DJ Nelson",MOVE_DOWN
L-Gante Rkt,14,1/12/2021,"Papu DJ, L-Gante",MOVE_UP
Violent,15,1/12/2021,carolesdaughter,MOVE_DOWN
Buss It,16,1/12/2021,Erica Banks,MOVE_DOWN
Astronaut In The Ocean,17,1/12/2021,Masked Wolf,MOVE_DOWN
Tapão Nervoso,18,1/12/2021,"Jheo Chavoso, MC Gui Andrade, Mc Vênus",MOVE_UP
Hecha Pa' Mi,19,1/12/2021,Boza,SAME_POSITION
Bayrisch Drip,20,1/12/2021,Sääftig,MOVE_UP
Your New Boyfriend,21,1/12/2021,Wilbur Soot,MOVE_DOWN
Dicked Down in Dallas,22,1/12/2021,Trey Lewis,MOVE_DOWN
Mayonaka no Door / Stay With Me,23,1/12/2021,Miki Matsubara,MOVE_DOWN
Boku no Sensou - TV Size,24,1/12/2021,Shinsei Kamattechan,MOVE_DOWN
Quer Esquecer sua Ex Mulher Vem Pro Cabaré,26,1/12/2021,"Nêgo Jhá, Mc Pierre, Dj Guuga",NEW_ENTRY
No Te Enamores - Remix,27,1/12/2021,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",MOVE_UP
"thank u, next",28,1/12/2021,Vitamin String Quartet,MOVE_DOWN
Resah Jadi Luka,29,1/12/2021,Daun Jatuh,MOVE_DOWN
WITHOUT YOU,30,1/12/2021,The Kid LAROI,MOVE_DOWN
Keh Len De,31,1/12/2021,"Kaka, Inder Chahal, Himanshi Khurana",NEW_ENTRY
Tô Fumando um Chá,32,1/12/2021,"MC Nandinho, DJ Biel Beats",NEW_ENTRY
Paypal,33,1/12/2021,"Teto Mc, Lucas Corleone",MOVE_UP
Afterglow,34,1/12/2021,Ed Sheeran,SAME_POSITION
Okay Dokey,35,1/12/2021,"MINO, ZICO",SAME_POSITION
Hayloft,36,1/12/2021,Mother Mother,MOVE_DOWN
Seni Dert Etmeler,37,1/12/2021,Madrigal,MOVE_UP
Save Your Tears,38,1/12/2021,The Weeknd,NEW_ENTRY
RESONANCE,39,1/12/2021,NCT 2020,MOVE_DOWN
Touch You,40,1/12/2021,"遠野高志, 加島優, 矢口恭介, ジミー, 百合絢斗, 田村唯, 明美圭一, 糸目幸士郎, 鹿谷樹",MOVE_DOWN
"Nathy Peluso: Bzrp Music Sessions, Vol. 36",41,1/12/2021,"Bizarrap, Nathy Peluso",NEW_ENTRY
Quicksand,42,1/12/2021,Morray,MOVE_DOWN
At My Worst,43,1/12/2021,Pink Sweat$,MOVE_DOWN
Mds,44,1/12/2021,"Kawe, Mc Lele JP",NEW_ENTRY
Makina,45,1/12/2021,UZI,NEW_ENTRY
bad guy,46,1/12/2021,Vitamin String Quartet,NEW_ENTRY
Given-Taken,47,1/12/2021,ENHYPEN,MOVE_DOWN
CRY FOR ME,48,1/12/2021,TWICE,MOVE_DOWN
Bandido,49,1/12/2021,"Myke Towers, Juhn",MOVE_DOWN
Girls Like You,50,1/12/2021,Vitamin String Quartet,NEW_ENTRY
Wildest Dreams,1,1/13/2021,Duomo,SAME_POSITION
Dünyadan Uzak,2,1/13/2021,Sakiler,SAME_POSITION
Xerecard,3,1/13/2021,"Jeff Costa, Mc Danny",MOVE_UP
Paparazzi,4,1/13/2021,Kim Dracula,MOVE_DOWN
Wellerman,5,1/13/2021,The Longest Johns,MOVE_UP
Blue Jeans,6,1/13/2021,GANGGA,MOVE_DOWN
Weightless Part 1,7,1/13/2021,Marconi Union,MOVE_UP
2 Phút Hơn - KAIZ Remix,8,1/13/2021,Pháo,NEW_ENTRY
I Am (feat. Flo Milli),9,1/13/2021,Yung Baby Tate,NEW_ENTRY
Mmmh,10,1/13/2021,KAI,MOVE_DOWN
Nega Chegando,11,1/13/2021,"O Boy da Seresta, Menor Nico",MOVE_DOWN
Pierre,12,1/13/2021,Ryn Weaver,MOVE_DOWN
Bir Sebebi Var,13,1/13/2021,İkilem,MOVE_DOWN
Vete Pal Carajo,14,1/13/2021,"Yan Block, Jay Wheeler, DJ Nelson",MOVE_DOWN
Buss It,15,1/13/2021,Erica Banks,MOVE_UP
Meia Noite,16,1/13/2021,Tarcísio do Acordeon,MOVE_DOWN
L-Gante Rkt,17,1/13/2021,"Papu DJ, L-Gante",MOVE_DOWN
Astronaut In The Ocean,18,1/13/2021,Masked Wolf,MOVE_DOWN
Violent,19,1/13/2021,carolesdaughter,MOVE_DOWN
Tapão Nervoso,20,1/13/2021,"Jheo Chavoso, MC Gui Andrade, Mc Vênus",MOVE_DOWN
Hecha Pa' Mi,21,1/13/2021,Boza,MOVE_DOWN
Bayrisch Drip,22,1/13/2021,Sääftig,MOVE_DOWN
Your New Boyfriend,23,1/13/2021,Wilbur Soot,MOVE_DOWN
Boku no Sensou - TV Size,24,1/13/2021,Shinsei Kamattechan,SAME_POSITION
Dicked Down in Dallas,25,1/13/2021,Trey Lewis,MOVE_DOWN
Mayonaka no Door / Stay With Me,26,1/13/2021,Miki Matsubara,MOVE_DOWN
No Te Enamores - Remix,28,1/13/2021,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",MOVE_DOWN
"thank u, next",29,1/13/2021,Vitamin String Quartet,MOVE_DOWN
Quer Esquecer sua Ex Mulher Vem Pro Cabaré,30,1/13/2021,"Nêgo Jhá, Mc Pierre, Dj Guuga",MOVE_DOWN
WITHOUT YOU,31,1/13/2021,The Kid LAROI,MOVE_DOWN
Resah Jadi Luka,32,1/13/2021,Daun Jatuh,MOVE_DOWN
Keh Len De,33,1/13/2021,"Kaka, Inder Chahal, Himanshi Khurana",MOVE_DOWN
Tô Fumando um Chá,34,1/13/2021,"MC Nandinho, DJ Biel Beats",MOVE_DOWN
Paypal,35,1/13/2021,"Teto Mc, Lucas Corleone",MOVE_DOWN
Save Your Tears,36,1/13/2021,The Weeknd,MOVE_UP
Okay Dokey,37,1/13/2021,"MINO, ZICO",MOVE_DOWN
Seni Dert Etmeler,38,1/13/2021,Madrigal,MOVE_DOWN
Afterglow,39,1/13/2021,Ed Sheeran,MOVE_DOWN
Hayloft,40,1/13/2021,Mother Mother,MOVE_DOWN
Touch You,41,1/13/2021,"遠野高志, 加島優, 矢口恭介, ジミー, 百合絢斗, 田村唯, 明美圭一, 糸目幸士郎, 鹿谷樹",MOVE_DOWN
Mds,42,1/13/2021,"Kawe, Mc Lele JP",MOVE_UP
RESONANCE,43,1/13/2021,NCT 2020,MOVE_DOWN
"Nathy Peluso: Bzrp Music Sessions, Vol. 36",44,1/13/2021,"Bizarrap, Nathy Peluso",MOVE_DOWN
Quicksand,45,1/13/2021,Morray,MOVE_DOWN
At My Worst,46,1/13/2021,Pink Sweat$,MOVE_DOWN
Makina,47,1/13/2021,UZI,MOVE_DOWN
Given-Taken,48,1/13/2021,ENHYPEN,MOVE_DOWN
bad guy,49,1/13/2021,Vitamin String Quartet,MOVE_DOWN
Bandido,50,1/13/2021,"Myke Towers, Juhn",MOVE_DOWN
Wildest Dreams,1,1/14/2021,Duomo,SAME_POSITION
Dünyadan Uzak,2,1/14/2021,Sakiler,SAME_POSITION
Wellerman,3,1/14/2021,The Longest Johns,MOVE_UP
Xerecard,4,1/14/2021,"Jeff Costa, Mc Danny",MOVE_DOWN
Paparazzi,5,1/14/2021,Kim Dracula,MOVE_DOWN
Weightless Part 1,6,1/14/2021,Marconi Union,MOVE_UP
Blue Jeans,7,1/14/2021,GANGGA,MOVE_DOWN
I Am (feat. Flo Milli),8,1/14/2021,Yung Baby Tate,MOVE_UP
2 Phút Hơn - KAIZ Remix,9,1/14/2021,Pháo,MOVE_DOWN
Mmmh,10,1/14/2021,KAI,SAME_POSITION
Buss It,11,1/14/2021,Erica Banks,MOVE_UP
Nega Chegando,12,1/14/2021,"O Boy da Seresta, Menor Nico",MOVE_DOWN
Pierre,13,1/14/2021,Ryn Weaver,MOVE_DOWN
Vete Pal Carajo,14,1/14/2021,"Yan Block, Jay Wheeler, DJ Nelson",SAME_POSITION
Bir Sebebi Var,15,1/14/2021,İkilem,MOVE_DOWN
Astronaut In The Ocean,16,1/14/2021,Masked Wolf,MOVE_UP
L-Gante Rkt,17,1/14/2021,"Papu DJ, L-Gante",SAME_POSITION
Meia Noite,18,1/14/2021,Tarcísio do Acordeon,MOVE_DOWN
Violent,19,1/14/2021,carolesdaughter,SAME_POSITION
Bayrisch Drip,20,1/14/2021,Sääftig,MOVE_UP
Hecha Pa' Mi,21,1/14/2021,Boza,SAME_POSITION
Tapão Nervoso,22,1/14/2021,"Jheo Chavoso, MC Gui Andrade, Mc Vênus",MOVE_DOWN
Your New Boyfriend,23,1/14/2021,Wilbur Soot,SAME_POSITION
Boku no Sensou - TV Size,24,1/14/2021,Shinsei Kamattechan,SAME_POSITION
Dicked Down in Dallas,25,1/14/2021,Trey Lewis,SAME_POSITION
Mayonaka no Door / Stay With Me,26,1/14/2021,Miki Matsubara,SAME_POSITION
No Te Enamores - Remix,28,1/14/2021,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",SAME_POSITION
"thank u, next",29,1/14/2021,Vitamin String Quartet,SAME_POSITION
WITHOUT YOU,30,1/14/2021,The Kid LAROI,MOVE_UP
Quer Esquecer sua Ex Mulher Vem Pro Cabaré,31,1/14/2021,"Nêgo Jhá, Mc Pierre, Dj Guuga",MOVE_DOWN
Resah Jadi Luka,32,1/14/2021,Daun Jatuh,SAME_POSITION
Keh Len De,33,1/14/2021,"Kaka, Inder Chahal, Himanshi Khurana",SAME_POSITION
Save Your Tears,34,1/14/2021,The Weeknd,MOVE_UP
Paypal,35,1/14/2021,"Teto Mc, Lucas Corleone",SAME_POSITION
Tô Fumando um Chá,36,1/14/2021,"MC Nandinho, DJ Biel Beats",MOVE_DOWN
Mds,37,1/14/2021,"Kawe, Mc Lele JP",MOVE_UP
Seni Dert Etmeler,38,1/14/2021,Madrigal,SAME_POSITION
Hayloft,39,1/14/2021,Mother Mother,MOVE_UP
Touch You,40,1/14/2021,"遠野高志, 加島優, 矢口恭介, ジミー, 百合絢斗, 田村唯, 明美圭一, 糸目幸士郎, 鹿谷樹",MOVE_UP
Okay Dokey,41,1/14/2021,"MINO, ZICO",MOVE_DOWN
Afterglow,42,1/14/2021,Ed Sheeran,MOVE_DOWN
Quicksand,43,1/14/2021,Morray,MOVE_UP
"Nathy Peluso: Bzrp Music Sessions, Vol. 36",44,1/14/2021,"Bizarrap, Nathy Peluso",SAME_POSITION
RESONANCE,45,1/14/2021,NCT 2020,MOVE_DOWN
At My Worst,46,1/14/2021,Pink Sweat$,SAME_POSITION
Makina,47,1/14/2021,UZI,SAME_POSITION
Bandido,48,1/14/2021,"Myke Towers, Juhn",MOVE_UP
Given-Taken,49,1/14/2021,ENHYPEN,MOVE_DOWN
bad guy,50,1/14/2021,Vitamin String Quartet,MOVE_DOWN
Wildest Dreams,1,1/15/2021,Duomo,SAME_POSITION
Dünyadan Uzak,2,1/15/2021,Sakiler,SAME_POSITION
Wellerman,3,1/15/2021,The Longest Johns,SAME_POSITION
Xerecard,4,1/15/2021,"Jeff Costa, Mc Danny",SAME_POSITION
Paparazzi,5,1/15/2021,Kim Dracula,SAME_POSITION
Weightless Part 1,6,1/15/2021,Marconi Union,SAME_POSITION
Blue Jeans,7,1/15/2021,GANGGA,SAME_POSITION
I Am (feat. Flo Milli),8,1/15/2021,Yung Baby Tate,SAME_POSITION
2 Phút Hơn - KAIZ Remix,9,1/15/2021,Pháo,SAME_POSITION
Mmmh,10,1/15/2021,KAI,SAME_POSITION
Buss It,11,1/15/2021,Erica Banks,SAME_POSITION
Pierre,12,1/15/2021,Ryn Weaver,MOVE_UP
Nega Chegando,13,1/15/2021,"O Boy da Seresta, Menor Nico",MOVE_DOWN
Astronaut In The Ocean,14,1/15/2021,Masked Wolf,MOVE_UP
Vete Pal Carajo,15,1/15/2021,"Yan Block, Jay Wheeler, DJ Nelson",MOVE_DOWN
Bir Sebebi Var,16,1/15/2021,İkilem,MOVE_DOWN
L-Gante Rkt,17,1/15/2021,"Papu DJ, L-Gante",SAME_POSITION
